,,5/17/2025,5/26/2025,5/17/2025,5/26/2025,5/26/2025,5/26/2025,5/26/2025,5/17/2025,5/26/2025
,"8,000-9,000'",113,79,1.8,0.3,5.2,712,41,NA,NA
,"9,000-10,000'",85,128,2.8,0.9,14.7,29,1,NA,NA
27. Panhandle Basins,"3,000-4,000'",126,349,0,0,0.1,79,702,0.1 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",78,120,1.1,0.3,6.3,"7,998",508,NA,NA
,"5,000-6,000'",72,91,5.7,2.4,38.3,"44,908",344,29.4 ( 2 ),23.2 ( 2 )
,"6,000-7,000'",66,70,10.1,5.3,63,"24,737",88,NA,NA
,"7,000-8,000'",54,82,8.3,5.6,59.7,693,2,NA,NA
28. Reese,"7,000-8,000'",306,0,0,0,0,0,282,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",72,29,0.2,0,0.2,79,150,0.3 ( 1 ),0.2 ( 1 )
,"9,000-10,000'",72,34,0.8,0.1,2.6,293,47,NA,NA
,">10,000'",78,63,1.8,0.5,11.1,308,11,NA,NA
29. Rock,"5,000-6,000'",0,NA,0,0,0,0,591,NA,NA
,"6,000-7,000'",>300† ,NA,0,0,0,0,212,NA,NA
,"7,000-8,000'",244,0,0.3,0,0,0,29,0.1 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",93,0,0.8,0,0,0,3,NA,NA
30. Salmon Basin,"5,000-6,000'",317,144,0.4,0,0.3,"1,362","2,058",8.0 ( 1 ),2.7 ( 1 )
,"6,000-7,000'",108,120,1.4,0.3,4.4,"54,032","3,565",8.2 ( 3 ),2.4 ( 3 )
,"7,000-8,000'",69,102,3.3,1.6,19.2,"330,083","3,809",0.3 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",59,89,5.1,2.8,33,"292,424","1,926",8.3 ( 5 ),5.8 ( 5 )
,"9,000-10,000'",59,90,7.7,5.7,57.5,"151,288",502,7.6 ( 1 ),5.1 ( 1 )
,"10,000-11,000'",63,85,9.3,7.8,74.8,"29,026",70,NA,NA
,"11,000-12,000'",76,91,10.8,9.6,71.5,"1,390",3,NA,NA
31. Silver,"5,000-6,000'",20,0,0,0,0,0,428,NA,NA
,"6,000-7,000'",0,0,0,0,0,0,3,NA,NA
32. Silvies,"4,000-5,000'",0,NA,0,0,0,0,713,NA,NA
,"5,000-6,000'",65,0,0,0,0,0,570,NA,0.0 ( 1 )
,"6,000-7,000'",99,37,0.7,0.1,0.8,84,31,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",83,97,11.7,7.2,90.8,740,2,NA,NA
33. Southern Snake Basins,"5,000-6,000'",>300† ,324,0,0,0,4,"8,108",0.1 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",>300† ,37,0.1,0,0,197,"3,280",0.0 ( 5 ),0.0 ( 5 )
,"7,000-8,000'",180,46,0.8,0,0.5,"1,400",908,0.0 ( 4 ),0.0 ( 4 )
,"8,000-9,000'",90,89,3.7,0.9,11.8,"7,629",166,5.7 ( 3 ),0.6 ( 3 )
,"9,000-10,000'",69,117,7.6,4.6,48.3,"8,769",36,NA,NA
,"10,000-11,000'",67,111,9.4,7.6,75.5,665,2,NA,NA
34. Spokane,"3,000-4,000'",32,15,0,0,0,4,"1,665",0.0 ( 1 ),0.3 ( 1 )
,"4,000-5,000'",76,85,0.4,0,1,"2,635","1,020",0.4 ( 4 ),0.0 ( 4 )
,"5,000-6,000'",78,89,2.5,0.7,11,"14,296",412,4.3 ( 3 ),2.0 ( 3 )
,"6,000-7,000'",63,84,6.3,2.9,41.4,"7,428",48,NA,NA
,"7,000-8,000'",43,66,8.7,6.1,74.4,157,0,NA,NA
35. St. Mary,"4,000-5,000'",41,135,0.2,0.1,1.6,657,166,0.0 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",56,100,1.7,1,12.2,"10,898",207,NA,NA
,"6,000-7,000'",84,97,8.1,5.4,39.6,"44,433",153,NA,NA
,"7,000-8,000'",87,95,9.2,5.9,43.5,"31,827",101,NA,NA
,">8,000'",90,102,11.3,7.6,54.3,"8,388",21,NA,NA
36. Truckee,"5,000-6,000'",0,0,0,0,0,0,669,NA,NA
,"6,000-7,000'",34,6,0.2,0,0.7,327,479,8.7 ( 5 ),7.9 ( 5 )
,"7,000-8,000'",62,15,2.5,0.4,13,"4,266",196,0.2 ( 1 ),0.2 ( 1 )
,"8,000-9,000'",62,16,4.9,0.9,26,"3,014",60,12.0 ( 3 ),3.9 ( 3 )
,"9,000-10,000'",64,20,6.2,1.6,51.3,"1,303",15,NA,NA
,"10,000-11,000'",71,21,6,2.2,68.4,112,1,NA,NA
37. Umatilla-Walla Walla-Willow,"3,000-4,000'",0,NA,0,0,0,0,890,0.4 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",141,33,0.3,0,0.3,262,471,4.5 ( 2 ),0.0 ( 2 )
,"5,000-6,000'",103,83,3.4,0.5,11.2,"2,081",72,7.5 ( 4 ),5.3 ( 4 )
38. Upper Humboldt,"5,000-6,000'",0,NA,0,0,0,0,"2,395",NA,NA
,"6,000-7,000'",>300† ,352,0,0,0,3,"1,939",0.2 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",212,47,0.6,0,0.5,468,437,0.1 ( 2 ),0.0 ( 2 )
,"8,000-9,000'",97,131,3.4,1,15,"8,045",155,1.3 ( 4 ),0.1 ( 4 )
,"9,000-10,000'",77,151,6.8,4.8,52.8,"22,039",87,21.0 ( 1 ),16.6 ( 1 )
,">10,000'",74,138,8.7,7.1,67.1,"7,810",21,NA,NA
39. Walker,"6,000-7,000'",0,0,0,0,0,0,673,NA,NA
,"7,000-8,000'",16,8,0,0,0.1,39,616,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",42,12,0.3,0,2,890,381,3.2 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",75,25,3.9,1.1,26.1,"10,159",180,12.7 ( 4 ),0.4 ( 3 )
,"10,000-11,000'",81,35,7.7,2.4,45,"10,031",78,NA,NA
,">11,000'",75,35,5.6,1.7,35.6,994,11,NA,NA
40. West Central Basins,"4,000-5,000'",>300† ,0,0.1,0,0,0,"1,513",0.1 ( 3 ),0.1 ( 3 )
,"5,000-6,000'",246,57,1.1,0,0.6,"2,639","1,692",0.0 ( 2 ),0.0 ( 2 )
,"6,000-7,000'",88,81,3.1,0.7,9,"44,214","1,272",8.4 ( 7 ),4.9 ( 7 )
,"7,000-8,000'",66,93,6.5,3.4,36,"147,798",806,15.1 ( 3 ),9.7 ( 3 )
,"8,000-9,000'",60,85,9.4,6.3,57.4,"98,916",294,NA,NA
,">9,000'",55,81,11.2,9.4,74.5,"21,183",42,NA,NA
