,,3/31/2025,4/6/2025,3/31/2025,4/6/2025,4/6/2025,4/6/2025,4/6/2025,3/31/2025,4/6/2025
,"4,000-5,000'",22,41,3.7,8.2,21,"215,313",493,38.6 ( 5 ),38.4 ( 5 )
,"5,000-6,000'",34,57,8.1,17.5,37.8,"358,122",385,47.7 ( 1 ),48.4 ( 1 )
,"6,000-7,000'",45,67,11.7,23.2,52.2,"188,462",152,32.8 ( 1 ),35.1 ( 1 )
,"7,000-8,000'",76,91,21.6,35.8,72.5,"34,631",18,NA,NA
,"8,000-9,000'",147,156,34.2,51.2,82.7,"3,161",1,NA,NA
9. Olympic,"4,000-5,000'",51,94,8.5,15.3,47.4,"106,480",131,31.1 ( 2 ),30.2 ( 2 )
,"5,000-6,000'",90,113,28.3,35,77.2,"162,289",87,32.9 ( 1 ),33.9 ( 1 )
,">6,000'",111,118,36.1,40,84.2,"43,251",20,NA,NA
10. Rogue-Umpqua,"3,000-4,000'",12,104,0,0.2,1,"14,041","1,688",0.2 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",73,103,2,2.2,10.2,"108,547",917,6.0 ( 2 ),6.5 ( 2 )
,"5,000-6,000'",118,115,18.5,16.6,49.3,"491,337",554,25.8 ( 2 ),26.2 ( 2 )
,"6,000-7,000'",124,119,37.1,35.2,80,"365,839",195,30.3 ( 1 ),31.6 ( 1 )
,"7,000-8,000'",141,115,-,-,76.7,-,16,NA,NA
,"8,000-9,000'",153,142,-,-,87.6,-,1,NA,NA
11. South Puget Sound,"2,000-3,000'",0,0,0,0,0,0,408,0.1 ( 2 ),0.0 ( 2 )
,"3,000-4,000'",2,13,0.1,0.4,1.9,"7,872",377,13.4 ( 8 ),13.7 ( 8 )
,"4,000-5,000'",10,40,0.7,3.2,11.2,"38,408",222,16.9 ( 1 ),17.5 ( 1 )
,"5,000-6,000'",72,107,15.4,25.9,58.9,"137,717",100,48.7 ( 2 ),50.1 ( 2 )
,"6,000-7,000'",122,120,45.1,49.8,91,"90,066",34,NA,NA
,"7,000-8,000'",126,116,-,-,97.5,-,4,NA,NA
,"8,000-9,000'",130,119,-,-,98.7,-,1,NA,NA
,"9,000-10,000'",68,67,-,-,96.5,-,0,NA,NA
,"10,000-11,000'",156,160,-,-,94.1,-,1,NA,NA
,"11,000-12,000'",174,172,-,-,98.8,-,1,NA,NA
,"12,000-13,000'",130,129,-,-,98.9,-,0,NA,NA
,">13,000'",143,145,-,-,99.2,-,0,NA,NA
12. Upper Columbia,"3,000-4,000'",124,139,2.2,1.4,10.1,"195,197","2,568",NA,NA
,"4,000-5,000'",131,166,8,7.9,43.6,"610,513","1,451",8.9 ( 4 ),8.1 ( 4 )
,"5,000-6,000'",105,127,15.3,17.6,66.6,"721,344",767,14.2 ( 2 ),15.2 ( 2 )
,"6,000-7,000'",95,110,21.7,25.9,75,"782,004",566,NA,NA
,"7,000-8,000'",104,114,26.2,31.4,80.6,"244,246",146,NA,NA
,"8,000-9,000'",94,110,26.2,34.1,76.4,"6,143",3,NA,NA
13. Upper Cowlitz,"3,000-4,000'",10,34,0.2,0.7,3.3,"10,645",282,35.3 ( 1 ),35.8 ( 1 )
,"4,000-5,000'",17,49,1.4,4.8,15.1,"76,113",300,46.4 ( 3 ),47.0 ( 3 )
,"5,000-6,000'",41,87,9.1,23.3,50.7,"135,093",108,NA,NA
,"6,000-7,000'",97,113,42.8,54.7,90.4,"55,212",19,NA,NA
,"7,000-8,000'",119,116,-,-,95,-,3,NA,NA
,"8,000-9,000'",143,134,-,-,100,-,0,NA,NA
,"9,000-10,000'",70,68,-,-,99.7,-,0,NA,NA
,"10,000-11,000'",17,19,-,-,100,-,0,NA,NA
14. Upper Deschutes-Crooked,"4,000-5,000'",170,207,1.4,1.4,9.7,"278,744","3,836",21.5 ( 1 ),21.8 ( 1 )
,"5,000-6,000'",152,169,10.4,10.5,50.6,"830,712","1,478",29.2 ( 5 ),29.8 ( 5 )
,"6,000-7,000'",135,130,30.9,30.4,78.4,"405,183",250,NA,NA
,"7,000-8,000'",139,127,-,48,87.9,"102,531",40,NA,NA
,"8,000-9,000'",148,130,-,-,97.8,-,2,NA,NA
,"9,000-10,000'",139,129,-,-,96.1,-,1,NA,NA
15. Upper Yakima,"3,000-4,000'",86,88,4,3.3,16,"86,073",492,17.1 ( 1 ),16.2 ( 1 )
,"4,000-5,000'",94,112,12.5,13.6,52.7,"260,317",358,29.0 ( 1 ),27.7 ( 1 )
,"5,000-6,000'",107,122,22.8,27.4,82.8,"234,614",160,15.0 ( 1 ),14.3 ( 1 )
,"6,000-7,000'",119,120,34.2,39.5,90.8,"44,904",21,NA,NA
,"7,000-8,000'",111,103,-,-,95.9,-,1,NA,NA
16. Willamette,0,NA,NA,0,0,0,0,"4,944",0.0 ( 1 ),0.1 ( 1 )
,"1,000-2,000'",0,57,0,0,0,66,"1,979",0.0 ( 1 ),0.1 ( 1 )
,"2,000-3,000'",3,38,0,0,0.1,"1,506","1,618",1.4 ( 2 ),0.9 ( 2 )
,"3,000-4,000'",24,55,0.4,0.7,3.7,"50,702","1,454",5.4 ( 6 ),4.5 ( 6 )
,"4,000-5,000'",79,93,6.1,6.3,23.9,"297,309",884,30.4 ( 8 ),31.2 ( 8 )
,"5,000-6,000'",119,117,23.5,22.6,61.5,"482,387",400,42.2 ( 1 ),43.0 ( 1 )
,"6,000-7,000'",128,113,47,43,73.5,"153,130",67,NA,NA
,"7,000-8,000'",136,120,-,-,89.7,-,11,NA,NA
,"8,000-9,000'",132,120,-,-,88.9,-,2,NA,NA
,"9,000-10,000'",145,137,-,-,94.2,-,1,NA,NA
