,,4/13/2025,4/20/2025,4/13/2025,4/20/2025,4/20/2025,4/20/2025,4/20/2025,4/13/2025,4/20/2025
,"9,000-10,000'",40,77,0.7,1.1,17,"85,237","1,435",14.0 ( 6 ),13.0 ( 6 )
,"10,000-11,000'",61,68,5.2,6.5,54.1,"238,910",686,13.5 ( 7 ),13.3 ( 7 )
,"11,000-12,000'",74,76,9.4,11.5,80.9,"268,417",439,14.1 ( 5 ),14.5 ( 5 )
,"12,000-13,000'",77,82,9.9,11.1,93.8,"92,092",156,NA,NA
,">13,000'",77,82,10.5,9.7,94.9,"11,078",21,NA,NA
24. Southwestern Utah,"6,000-7,000'",0,3,0,0,0.2,2,965,0.0 ( 2 ),0.0 ( 2 )
,"7,000-8,000'",0,23,0,0,3.5,290,275,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",10,51,0.2,0.7,25.6,"5,056",130,0.0 ( 2 ),0.2 ( 2 )
,"9,000-10,000'",66,66,3.7,3.5,61.4,"11,104",60,NA,NA
,">10,000'",93,72,10,7.2,75.7,"4,106",11,11.0 ( 1 ),10.2 ( 1 )
25. Toole Valley-Vernon Creek,"5,000-6,000'",0,54,0,0,0,2,555,NA,NA
,"6,000-7,000'",19,175,0,0.1,3.7,989,191,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",48,108,0.9,1.5,25.6,"8,534",107,1.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",88,96,6.3,6.4,61.7,"14,241",42,17.4 ( 2 ),15.7 ( 2 )
,">9,000'",90,89,14.8,13,83.4,"8,252",12,NA,NA
26. Upper Arkansas,"7,000-8,000'",1,44,0,0,0.1,21,"1,755",NA,NA
,"8,000-9,000'",5,35,0,0,1.3,"1,736","1,501",NA,NA
,"9,000-10,000'",11,85,0.1,0.6,14.6,"45,321","1,312",0.4 ( 1 ),1.0 ( 1 )
,"10,000-11,000'",41,70,1.7,3.1,48.4,"96,413",586,4.9 ( 4 ),3.9 ( 4 )
,"11,000-12,000'",68,70,7.4,8.3,75.1,"191,790",433,8.0 ( 2 ),9.0 ( 1 )
,"12,000-13,000'",74,73,11.3,12,90.8,"158,868",248,NA,NA
,">13,000'",75,74,11.9,13.4,94.4,"28,787",40,NA,NA
27. Upper Colorado-Dirty Devil,"7,000-8,000'",0,23,0,0,0.1,186,"1,116",NA,NA
,"8,000-9,000'",6,56,0.1,0.2,5.9,"9,457",785,0.1 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",27,64,1.4,2.2,38.1,"49,830",428,4.1 ( 5 ),3.1 ( 5 )
,"10,000-11,000'",56,61,5,4.7,57.7,"52,036",209,NA,NA
,"11,000-12,000'",74,69,8.9,7.6,84.4,"23,533",58,NA,NA
28. Upper Colorado-Dolores§,"7,000-8,000'",3,5,0,0,0,83,"1,409",NA,NA
,"8,000-9,000'",12,30,0.1,0.2,5.7,"9,660","1,082",0.0 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",46,66,2,2.3,44.6,"62,135",500,3.3 ( 3 ),0.6 ( 3 )
,"10,000-11,000'",59,61,5.8,6.2,67.9,"92,150",280,10.5 ( 3 ),8.8 ( 3 )
,"11,000-12,000'",69,59,12,10.7,86.3,"68,878",121,17.4 ( 1 ),17.2 ( 1 )
,"12,000-13,000'",80,65,16.4,13.6,97.9,"27,514",38,NA,NA
,"13,000-14,000'",80,67,17,15,99.8,"2,934",4,NA,NA
29. Upper Sevier,"6,000-7,000'",1,>300†,0,0,0.6,371,831,NA,NA
,"7,000-8,000'",4,138,0,0.2,5.4,"13,273","1,307",0.8 ( 2 ),0.9 ( 2 )
,"8,000-9,000'",23,64,0.5,0.9,20,"46,409",928,3.0 ( 4 ),2.0 ( 4 )
,"9,000-10,000'",53,66,3.2,3.2,50.4,"89,841",521,7.4 ( 9 ),6.6 ( 9 )
,"10,000-11,000'",82,68,8.8,7.1,72.7,"61,068",161,3.3 ( 1 ),1.0 ( 1 )
,"11,000-12,000'",92,69,15.7,12,93.7,"5,982",9,NA,NA
30. Verde,"6,000-7,000'",>300†,>300†,0,0,1.6,401,"1,299",0.5 ( 1 ),0.6 ( 1 )
,"7,000-8,000'",45,>300†,0,0.1,21.2,"3,932",496,0.6 ( 6 ),0.3 ( 6 )
,"8,000-9,000'",15,227,0.1,1.5,68.4,"1,475",18,NA,NA
,"9,000-10,000'",11,109,0.2,4.6,89.5,455,2,NA,NA
,">10,000'",44,69,3.5,6.5,89.6,438,1,NA,NA
31. Weber-Ogden,"5,000-6,000'",18,74,0,0,0.5,417,288,NA,NA
,"6,000-7,000'",47,125,0.3,0.5,7.7,"19,851",712,6.4 ( 3 ),3.9 ( 3 )
,"7,000-8,000'",81,116,3.6,4,43.9,"143,300",675,17.3 ( 7 ),15.1 ( 7 )
,"8,000-9,000'",91,88,11.1,10.5,85.5,"130,859",234,15.5 ( 5 ),14.6 ( 5 )
,"9,000-10,000'",86,80,13.9,13.9,90.8,"71,224",96,18.5 ( 2 ),18.0 ( 2 )
,">10,000'",85,81,16.9,16.8,92.3,"31,327",35,NA,NA
32. White-Yampa§,"7,000-8,000'",51,109,0.7,0.7,9.8,"119,532","3,360",4.6 ( 1 ),1.0 ( 1 )
,"8,000-9,000'",85,103,6.4,5.5,56.9,"422,081","1,446",13.8 ( 6 ),12.5 ( 6 )
,"9,000-10,000'",92,82,12.7,12.3,80.4,"458,365",700,15.8 ( 6 ),14.9 ( 6 )
,"10,000-11,000'",90,81,16.2,18,85.8,"348,134",362,32.6 ( 2 ),33.0 ( 2 )
,">11,000'",94,85,20.1,20.8,93.2,"88,421",80,NA,NA
