,,2/22/2026,3/1/2026,2/22/2026,3/1/2026,3/1/2026,3/1/2026,3/1/2026,2/22/2026,3/1/2026,3/1/2026,3/1/2026
8. Lower No Platte,"9,000-10,000'",12,58,0.8,4.4,21.5,228,1,NA,NA,NA,3
9. Lower Shoshone,"3,000-4,000'",0,0,0,0,0.3,0,90.2,NA,NA,NA,0
9. Lower Shoshone,"4,000-5,000'",4,0,0.1,0,0.1,13,876.8,NA,NA,NA,0
9. Lower Shoshone,"5,000-6,000'",7,7,0.2,0.1,2.2,"1,659",327.8,NA,NA,NA,0
9. Lower Shoshone,"6,000-7,000'",20,23,0.9,0.9,14.2,"5,844",117.1,NA,NA,NA,0
9. Lower Shoshone,"7,000-8,000'",43,46,2.6,2.8,26.5,"5,892",39.5,NA,NA,NA,0
9. Lower Shoshone,"8,000-9,000'",66,67,5.2,5.5,52.4,"6,500",22.3,NA,NA,NA,0.2
9. Lower Shoshone,"9,000-10,000'",63,72,4.8,5.2,27.4,189,0.7,NA,NA,NA,1.9
9. Lower Shoshone,"10,000-11,000'",126,138,9.6,10.4,58.3,161,0.3,NA,NA,NA,1.4
10. Madison Headwaters in WY,"4,000-5,000'",0,0,0,0,0,0,173.4,NA,NA,NA,0
10. Madison Headwaters in WY,"5,000-6,000'",24,7,0.8,0.2,2.3,"4,885",437.9,NA,NA,NA,0
10. Madison Headwaters in WY,"6,000-7,000'",63,65,4.4,4.6,52.9,"126,621",513.2,9.0 ( 2 ),9.4 ( 2 ),4.4 ( 1 ),4.5
10. Madison Headwaters in WY,"7,000-8,000'",81,83,6.1,6.8,65.9,"258,711",717.7,12.9 ( 2 ),13.5 ( 2 ),7.1 ( 3 ),10
10. Madison Headwaters in WY,"8,000-9,000'",111,111,9.9,10.7,78.1,"325,367",570.5,14.9 ( 3 ),15.5 ( 3 ),NA,16.5
10. Madison Headwaters in WY,"9,000-10,000'",127,125,14.3,15,83.7,"107,604",134.2,NA,NA,NA,16
10. Madison Headwaters in WY,">10,000'",131,125,16.1,16.8,72.3,"9,661",10.8,NA,NA,NA,15.7
11. Powder,"2,000-3,000'",0,0,0,0,21.2,156,"1,211.40",NA,NA,NA,0
11. Powder,"3,000-4,000'",0,0,0,0,2.6,"1,043","3,971.60",NA,NA,NA,0
11. Powder,"4,000-5,000'",0,0,0,0,0.2,151,"4,662.10",NA,NA,NA,0
11. Powder,"5,000-6,000'",0,0,0,0,0,13,"2,024.50",NA,NA,NA,0
11. Powder,"6,000-7,000'",1,1,0.1,0,0.6,925,604.1,NA,NA,NA,0
11. Powder,"7,000-8,000'",36,43,2.2,2.5,27.2,"66,414",490.3,NA,NA,NA,1.3
11. Powder,"8,000-9,000'",64,69,4.4,5,51.8,"77,315",290.1,2.8 ( 4 ),3.1 ( 4 ),2.6 ( 1 ),2.7
11. Powder,"9,000-10,000'",76,78,6.1,6.8,62.3,"29,586",82.1,8.7 ( 1 ),9.4 ( 1 ),NA,8.1
11. Powder,"10,000-11,000'",106,104,10.4,11.2,79.4,"25,908",43.4,NA,NA,NA,11.9
11. Powder,">11,000'",113,112,12.7,13.7,83.2,"12,820",17.6,NA,NA,NA,12.9
12. Smith-Judith-Musselshell,"4,000-5,000'",91,24,3,0.6,13.2,"144,263","4,194.90",NA,NA,NA,0
12. Smith-Judith-Musselshell,"5,000-6,000'",80,54,4.4,2.8,38.3,"377,209","2,493.60",NA,NA,0.8 ( 1 ),0.1
12. Smith-Judith-Musselshell,"6,000-7,000'",72,68,4.8,4.8,52.4,"283,730","1,119.40",5.6 ( 4 ),5.8 ( 4 ),NA,1.4
12. Smith-Judith-Musselshell,"7,000-8,000'",77,76,5.9,6.3,59.1,"159,364",475.5,10.5 ( 5 ),10.9 ( 5 ),9.4 ( 1 ),5.7
12. Smith-Judith-Musselshell,"8,000-9,000'",111,110,9.7,10.4,74.7,"30,045",54.2,NA,NA,NA,6.6
12. Smith-Judith-Musselshell,"9,000-10,000'",142,148,10.9,12.4,56.5,"1,400",2.1,NA,NA,NA,4.2
13. Snake,"5,000-6,000'",66,56,4.4,3.6,44.1,"56,511",294.9,NA,NA,NA,1
13. Snake,"6,000-7,000'",81,85,6.8,7.2,79,"510,312","1,324.30",NA,NA,9.1 ( 1 ),6.2
13. Snake,"7,000-8,000'",94,98,8.9,9.6,91.3,"871,933","1,704.50",13.6 ( 6 ),15.3 ( 6 ),14.8 ( 4 ),11.5
13. Snake,"8,000-9,000'",112,113,11.9,12.7,93.4,"981,207","1,447.40",15.6 ( 3 ),17.2 ( 3 ),NA,16.3
13. Snake,"9,000-10,000'",123,122,14.8,15.6,93.8,"633,970",760.5,18.9 ( 2 ),20.3 ( 2 ),NA,19.1
13. Snake,"10,000-11,000'",124,123,17.6,18.4,91.4,"198,749",202,NA,NA,NA,21.1
13. Snake,"11,000-12,000'",131,127,16.9,17.7,84,"7,019",7.4,NA,NA,NA,18.5
13. Snake,">12,000'",207,191,17.7,18.6,72.5,383,0.4,NA,NA,NA,24
14. Sun-Teton-Marias,"3,000-4,000'",1,81,0,1.4,18,"467,412","6,452.10",NA,NA,NA,0
14. Sun-Teton-Marias,"4,000-5,000'",17,99,0.5,2.9,31.5,"398,195","2,583.90",NA,NA,NA,0.1
14. Sun-Teton-Marias,"5,000-6,000'",63,94,3.9,5.8,62.2,"190,611",615.8,3.2 ( 3 ),3.5 ( 3 ),4.2 ( 3 ),5.5
14. Sun-Teton-Marias,"6,000-7,000'",112,119,7.9,9.1,73.6,"277,525",574.4,9.7 ( 2 ),10.4 ( 2 ),6.4 ( 1 ),12.9
14. Sun-Teton-Marias,"7,000-8,000'",152,147,12.7,13.3,83,"207,394",291.6,NA,NA,NA,14
14. Sun-Teton-Marias,"8,000-9,000'",166,157,14.4,14.9,81.3,"18,501",23.3,NA,NA,NA,12.4
14. Sun-Teton-Marias,">9,000'",223,189,11.6,11.8,50,121,0.2,NA,NA,NA,30.4
15. Sweetwater,"7,000-8,000'",23,22,1.2,1.2,13.2,"59,846",952.6,NA,NA,NA,0.1
15. Sweetwater,"8,000-9,000'",74,81,5.7,6.6,71.6,"66,695",189,5.0 ( 1 ),5.9 ( 1 ),8.9 ( 1 ),2.8
15. Sweetwater,"9,000-10,000'",91,101,7.5,8.9,88.8,"20,400",43,NA,NA,NA,8.3
15. Sweetwater,"10,000-11,000'",111,112,11.7,12.7,86,"7,279",10.7,NA,NA,NA,12.4
15. Sweetwater,"11,000-12,000'",111,112,13.8,14.9,82.6,"4,515",5.7,NA,NA,NA,11.5
15. Sweetwater,"12,000-13,000'",109,109,14.3,15.4,99.5,159,0.2,NA,NA,NA,11.4
16. Tongue,"2,000-3,000'",0,0,0,0,2.3,151,881.3,NA,NA,NA,0
16. Tongue,"3,000-4,000'",0,0,0,0,0.5,180,"2,790.20",NA,NA,NA,0
16. Tongue,"4,000-5,000'",0,0,0,0,0.4,300,"1,214.80",NA,NA,NA,0
16. Tongue,"5,000-6,000'",2,1,0.2,0.1,1.8,169,49.2,NA,NA,NA,0
16. Tongue,"6,000-7,000'",10,12,0.6,0.7,10.2,"1,219",34.1,NA,NA,NA,0
16. Tongue,"7,000-8,000'",54,54,3.8,3.9,47.4,"25,501",121.5,2.2 ( 2 ),2.3 ( 2 ),NA,1.2
16. Tongue,"8,000-9,000'",53,54,3.9,4.3,47.6,"39,695",173.6,4.6 ( 3 ),4.3 ( 4 ),NA,4.8
16. Tongue,"9,000-10,000'",77,77,7.2,7.8,66.8,"48,192",115.6,NA,NA,NA,9.2
16. Tongue,"10,000-11,000'",102,99,11.2,11.9,82.4,"14,687",23.1,NA,NA,NA,10.9
16. Tongue,"11,000-12,000'",105,101,12.1,12.8,90.1,"1,256",1.8,NA,NA,NA,11.7
17. Upper Clark Fork,"3,000-4,000'",18,14,0.7,0.4,4.8,"3,649",157.3,NA,NA,NA,0.5
17. Upper Clark Fork,"4,000-5,000'",58,71,2.6,2.9,37.8,"221,914","1,442.30",NA,NA,2.7 ( 4 ),2.4
17. Upper Clark Fork,"5,000-6,000'",78,81,4.4,4.5,50,"479,023","2,001.20",3.6 ( 2 ),4.6 ( 2 ),2.0 ( 1 ),4
17. Upper Clark Fork,"6,000-7,000'",101,105,5.9,6.6,60.4,"552,463","1,576.10",12.9 ( 4 ),14.4 ( 4 ),5.2 ( 6 ),7.8
17. Upper Clark Fork,"7,000-8,000'",129,128,8.4,9.2,67.8,"326,142",664.7,8.6 ( 3 ),5.5 ( 2 ),6.7 ( 7 ),12.1
17. Upper Clark Fork,"8,000-9,000'",143,144,11.7,12.7,77.5,"99,462",147,12.5 ( 2 ),13.4 ( 2 ),NA,11.8
17. Upper Clark Fork,"9,000-10,000'",141,142,13.4,14.4,64.8,"13,893",18.1,NA,NA,NA,10.2
17. Upper Clark Fork,">10,000'",136,139,12.8,13.5,50.5,139,0.2,NA,NA,NA,6.5
18. Upper Green,"7,000-8,000'",41,37,2.6,2.3,22.1,"794,754","6,387.90",8.1 ( 2 ),9.4 ( 2 ),NA,1.1
18. Upper Green,"8,000-9,000'",74,78,6.7,7.3,71.8,"623,728","1,592.70",10.2 ( 8 ),11.7 ( 8 ),NA,6.9
18. Upper Green,"9,000-10,000'",92,96,9.4,10.5,85,"505,786",901,8.0 ( 9 ),9.1 ( 10 ),NA,10.6
18. Upper Green,"10,000-11,000'",97,99,11.8,12.8,83.5,"324,053",473.5,9.0 ( 2 ),9.5 ( 2 ),NA,13.9
18. Upper Green,"11,000-12,000'",99,100,14.2,15.2,86.2,"157,188",194.1,NA,NA,NA,12.5
18. Upper Green,"12,000-13,000'",93,94,13.8,14.7,86.2,"26,678",34.1,NA,NA,NA,8.4
18. Upper Green,"13,000-14,000'",124,125,18.6,19.4,92.3,499,0.5,NA,NA,NA,9.3
19. Upper Missouri,"4,000-5,000'",19,11,0.4,0.2,3.6,"12,262","1,182.20",NA,NA,NA,0.2
19. Upper Missouri,"5,000-6,000'",45,30,2.2,1.4,17.5,"79,700","1,057.70",NA,NA,NA,1
19. Upper Missouri,"6,000-7,000'",71,68,4.8,4.8,48.3,"142,370",556.4,4.4 ( 1 ),4.6 ( 1 ),2.9 ( 2 ),2.1
19. Upper Missouri,"7,000-8,000'",94,91,6.4,6.9,61.9,"49,817",135.1,5.7 ( 1 ),4.8 ( 1 ),5.8 ( 1 ),4.3
19. Upper Missouri,"8,000-9,000'",129,124,10.1,10.8,79.6,"13,748",23.9,NA,NA,NA,7.8
19. Upper Missouri,">9,000'",140,145,12.5,13.1,63.4,609,0.9,NA,NA,NA,11.8
20. Upper No Platte,"7,000-8,000'",18,8,0.9,0.4,4.6,"86,713","4,078.60",5.4 ( 1 ),5.2 ( 1 ),NA,0.1
20. Upper No Platte,"8,000-9,000'",43,46,3.5,3.8,45.2,"428,684","2,114.90",4.6 ( 2 ),4.9 ( 2 ),NA,3.5
20. Upper No Platte,"9,000-10,000'",61,65,5.4,6.3,62.5,"319,908",945.5,11.9 ( 8 ),13.2 ( 8 ),7.5 ( 6 ),9.7
20. Upper No Platte,"10,000-11,000'",67,71,7.4,8.8,62.2,"185,692",394.1,16.4 ( 6 ),18.1 ( 6 ),21.8 ( 1 ),13.8
20. Upper No Platte,"11,000-12,000'",84,88,10.9,12.7,85.6,"37,059",54.9,NA,NA,NA,9.8
20. Upper No Platte,"12,000-13,000'",92,97,11.4,13,91.7,"1,476",2.1,NA,NA,NA,3.3
21. Upper Shoshone,"5,000-6,000'",0,0,0,0,0,0,101.7,NA,NA,NA,0
21. Upper Shoshone,"6,000-7,000'",11,15,0.3,0.4,4.7,"4,451",206.7,NA,NA,NA,0.3
21. Upper Shoshone,"7,000-8,000'",61,69,3.2,3.6,39.2,"53,971",280.5,8.6 ( 1 ),8.8 ( 1 ),NA,3.7
21. Upper Shoshone,"8,000-9,000'",106,112,7.5,8.3,72,"146,334",330.1,7.3 ( 2 ),7.5 ( 2 ),NA,10.6
21. Upper Shoshone,"9,000-10,000'",128,131,11.5,12.5,80.4,"222,193",333.2,NA,NA,NA,14.9
21. Upper Shoshone,"10,000-11,000'",124,124,14.1,15,76.4,"163,409",204.2,17.5 ( 1 ),19.2 ( 1 ),NA,13.5
21. Upper Shoshone,"11,000-12,000'",119,119,14.8,15.7,71.6,"40,950",48.9,NA,NA,NA,9.8
22. Upper Snake Basins,"4,000-5,000'",16,13,0.6,0.5,23.9,"25,511",919.5,NA,NA,NA,0
22. Upper Snake Basins,"5,000-6,000'",38,33,2.1,1.7,34.9,"175,028","1,919.80",NA,NA,NA,0.1
22. Upper Snake Basins,"6,000-7,000'",69,68,5.6,5.9,68.9,"914,930","2,908.40",6.2 ( 6 ),6.5 ( 6 ),6.7 ( 6 ),4.5
22. Upper Snake Basins,"7,000-8,000'",88,90,7.9,8.7,81.4,"382,000",823.2,12.9 ( 4 ),14.1 ( 4 ),11.9 ( 5 ),11.3
22. Upper Snake Basins,"8,000-9,000'",128,124,14.1,14.7,92.4,"258,870",329.4,NA,NA,15.4 ( 3 ),23.9
22. Upper Snake Basins,"9,000-10,000'",147,141,19,19.6,91.1,"69,472",66.3,27.0 ( 1 ),30.1 ( 1 ),NA,27.6
22. Upper Snake Basins,"10,000-11,000'",151,144,21.9,22.5,88.3,"9,368",7.8,NA,NA,NA,32.2
23. Upper Yellowstone,"4,000-5,000'",24,4,0.4,0.1,1.1,"9,791","3,428.40",NA,NA,NA,0
23. Upper Yellowstone,"5,000-6,000'",51,7,2.1,0.3,4.3,"26,011","1,793.50",0.6 ( 1 ),0.7 ( 1 ),NA,0.1
23. Upper Yellowstone,"6,000-7,000'",62,55,3.9,3.5,41.4,"192,656","1,036.50",3.8 ( 4 ),3.9 ( 4 ),0.0 ( 1 ),2.1
23. Upper Yellowstone,"7,000-8,000'",81,81,5.8,6.1,63,"496,417","1,514.30",9.1 ( 6 ),9.6 ( 6 ),7.8 ( 1 ),8.4
23. Upper Yellowstone,"8,000-9,000'",125,121,9.7,10.3,80.5,"1,015,693","1,850.20",15.8 ( 6 ),16.5 ( 6 ),8.2 ( 2 ),13.8
23. Upper Yellowstone,"9,000-10,000'",139,135,13.5,14.2,83.7,"891,489","1,177.70",22.2 ( 3 ),23.6 ( 3 ),NA,17.6
23. Upper Yellowstone,"10,000-11,000'",129,126,15.3,16,80.1,"314,165",368.6,NA,NA,NA,17.5
23. Upper Yellowstone,"11,000-12,000'",127,124,16.3,16.9,73.9,"56,261",62.3,NA,NA,NA,13.7
23. Upper Yellowstone,"12,000-13,000'",129,123,15.9,16.6,62.9,"1,285",1.4,NA,NA,NA,8.4
24. Wind,"4,000-5,000'",0,0,0,0,0.3,0,354.7,NA,NA,NA,0
24. Wind,"5,000-6,000'",0,0,0,0,0.1,77,"3,030.20",NA,NA,NA,0
24. Wind,"6,000-7,000'",11,1,0.3,0,0.4,"1,576","1,717.90",NA,NA,NA,0
24. Wind,"7,000-8,000'",34,39,1.5,1.7,15.9,"65,424",738.1,NA,NA,3.8 ( 3 ),0.4
24. Wind,"8,000-9,000'",79,90,5.4,6.3,65.7,"195,558",578.7,4.5 ( 4 ),6.0 ( 3 ),4.3 ( 2 ),3.8
24. Wind,"9,000-10,000'",98,105,8.1,9.3,80.8,"292,904",592.4,10.7 ( 5 ),11.6 ( 5 ),8.0 ( 2 ),9.6
24. Wind,"10,000-11,000'",112,114,11.8,12.8,83.9,"328,356",482,10.1 ( 1 ),10.3 ( 1 ),NA,12.6
24. Wind,"11,000-12,000'",115,116,13.8,14.8,81.1,"179,915",227.4,NA,NA,NA,12.4
24. Wind,"12,000-13,000'",115,119,16.4,17.9,89.5,"26,298",27.6,NA,NA,NA,11
24. Wind,"13,000-14,000'",119,118,18.5,19.4,95.2,"1,100",1.1,NA,NA,NA,10.2
25. Wood and Lost Basins,"5,000-6,000'",35,20,2.1,1.1,19.1,"168,082","2,760.00",1.5 ( 2 ),1.1 ( 2 ),0.0 ( 1 ),0.1
25. Wood and Lost Basins,"6,000-7,000'",72,77,5.2,5.8,56.6,"574,702","1,847.10",5.9 ( 4 ),6.2 ( 4 ),2.0 ( 2 ),2.9
25. Wood and Lost Basins,"7,000-8,000'",90,92,7.6,8.3,77.8,"615,839","1,388.10",11.5 ( 6 ),12.0 ( 6 ),8.2 ( 2 ),6.9
25. Wood and Lost Basins,"8,000-9,000'",97,97,9.4,10.3,87.3,"473,855",864.9,14.3 ( 3 ),15.1 ( 3 ),NA,9.7
25. Wood and Lost Basins,"9,000-10,000'",103,103,12.2,13.2,85.9,"306,869",436.9,19.2 ( 1 ),19.5 ( 1 ),NA,11.5
25. Wood and Lost Basins,"10,000-11,000'",103,103,13.3,14.4,78.2,"87,038",113.3,NA,NA,NA,10.1
25. Wood and Lost Basins,"11,000-12,000'",106,108,14,15.4,77.5,"8,093",9.8,NA,NA,NA,7.4
