,,2/22/2026,3/1/2026,2/22/2026,3/1/2026,3/1/2026,3/1/2026,3/1/2026,2/22/2026,3/1/2026,3/1/2026,3/1/2026
11. Tuolumne§,"6,000-7,000'",71,71,4.5,5.9,77.9,"44,580",140.9,7.2 ( 1 ),4.4 ( 1 ),NA,7
11. Tuolumne§,"7,000-8,000'",86,75,9.3,9.5,85.8,"75,753",149.1,16.1 ( 2 ),22.0 ( 1 ),18.8 ( 2 ),13.9
11. Tuolumne§,"8,000-9,000'",84,83,17.8,19.7,84.3,"176,677",167.9,17.7 ( 3 ),16.5 ( 3 ),19.3 ( 2 ),18.3
11. Tuolumne§,"9,000-10,000'",83,85,22.3,25.1,80.7,"235,712",176.1,20.6 ( 2 ),19.6 ( 2 ),22.7 ( 3 ),21.8
11. Tuolumne§,"10,000-11,000'",85,88,25.8,27.8,84,"128,210",86.6,NA,NA,NA,20.5
11. Tuolumne§,"11,000-12,000'",88,87,25,24.6,85.8,"31,595",24,NA,NA,NA,15.4
11. Tuolumne§,"12,000-13,000'",90,83,18.8,17,83,"2,188",2.4,NA,NA,NA,12.5
12. Merced§,"5,000-6,000'",256,174,6.1,5.3,56.6,"19,813",69.7,NA,NA,NA,3.8
12. Merced§,"6,000-7,000'",88,74,7.4,6.1,62.5,"25,636",78.3,NA,NA,NA,9.1
12. Merced§,"7,000-8,000'",99,81,14.9,8.7,84.3,"61,119",131.9,NA,NA,14.0 ( 1 ),18.1
12. Merced§,"8,000-9,000'",95,88,17.6,14.9,85.9,"98,018",123.4,25.8 ( 2 ),24.5 ( 2 ),23.0 ( 1 ),23.3
12. Merced§,"9,000-10,000'",88,89,19.9,20.4,86.5,"91,562",84.1,NA,NA,NA,25.3
12. Merced§,"10,000-11,000'",85,88,23.2,24,89,"50,739",39.7,NA,NA,22.0 ( 1 ),24.8
12. Merced§,"11,000-12,000'",82,86,26.4,23.4,89.5,"13,870",11.1,NA,NA,NA,23.3
12. Merced§,"12,000-13,000'",83,84,32,23.9,96.9,"1,723",1.4,NA,NA,NA,22.5
13. San Joaquin,"5,000-6,000'",209,146,7.5,6.9,80.7,"50,504",137.2,NA,NA,NA,6.1
13. San Joaquin,"6,000-7,000'",120,89,10.6,9.6,85.9,"90,667",177.6,15.6 ( 3 ),14.5 ( 3 ),14.3 ( 3 ),11.3
13. San Joaquin,"7,000-8,000'",109,84,14.1,12.6,89.5,"144,270",214.2,23.5 ( 3 ),22.2 ( 3 ),15.5 ( 4 ),19
13. San Joaquin,"8,000-9,000'",98,87,15.7,15.9,85.9,"165,281",195.3,NA,NA,25.2 ( 3 ),24.3
13. San Joaquin,"9,000-10,000'",91,87,18.4,19.1,81.5,"205,089",201.4,22.5 ( 1 ),22.7 ( 1 ),25.5 ( 3 ),24
13. San Joaquin,"10,000-11,000'",91,89,22.1,22.5,87.4,"188,706",157.5,NA,NA,24.7 ( 3 ),20.8
13. San Joaquin,"11,000-12,000'",89,88,24.2,24.4,88.4,"149,180",114.6,NA,NA,21.5 ( 3 ),16
13. San Joaquin,"12,000-13,000'",96,92,28.1,26.8,85.2,"37,386",26.2,NA,NA,NA,11.5
13. San Joaquin,"13,000-14,000'",105,96,29.4,26.1,70.1,"2,012",1.4,NA,NA,NA,8
14. Kings§,"5,000-6,000'",240,190,5.4,5.6,63.4,"28,420",95.6,NA,NA,NA,3.2
14. Kings§,"6,000-7,000'",101,106,5.9,7.9,76.1,"54,146",128.5,8.9 ( 1 ),6.7 ( 1 ),10.5 ( 1 ),6.6
14. Kings§,"7,000-8,000'",102,90,8.2,8.7,79.4,"77,913",168.2,NA,NA,13.2 ( 3 ),14.3
14. Kings§,"8,000-9,000'",99,87,15.1,15.6,80.9,"177,165",212.7,26.0 ( 1 ),19.7 ( 1 ),23.0 ( 8 ),21.2
14. Kings§,"9,000-10,000'",100,91,20.4,20.8,81.4,"240,390",216.8,28.5 ( 2 ),27.0 ( 2 ),24.4 ( 4 ),22
14. Kings§,"10,000-11,000'",97,93,22.6,23,84.9,"241,316",196.9,24.6 ( 2 ),23.7 ( 2 ),24.1 ( 4 ),20.7
14. Kings§,"11,000-12,000'",96,93,23.8,24,87.3,"188,868",147.8,24.5 ( 1 ),24.5 ( 1 ),27.5 ( 1 ),17.8
14. Kings§,"12,000-13,000'",98,93,24.5,23.4,84.1,"55,058",44.1,NA,NA,NA,13.8
14. Kings§,"13,000-14,000'",105,95,26.4,23.1,74.8,"3,443",2.8,NA,NA,NA,9.8
15. Kaweah§,"5,000-6,000'",>300†,>300†,5,6.2,63.1,"18,430",55.5,NA,NA,NA,1.3
15. Kaweah§,"6,000-7,000'",131,150,5.9,8.2,69.9,"26,021",59.5,5.7 ( 1 ),4.9 ( 1 ),NA,4.1
15. Kaweah§,"7,000-8,000'",82,94,5.8,8.7,76.4,"28,013",60.1,NA,NA,NA,9.9
15. Kaweah§,"8,000-9,000'",89,89,10.2,12,82,"36,422",56.8,NA,NA,16.7 ( 3 ),14.2
15. Kaweah§,"9,000-10,000'",96,95,15,16.4,82,"38,021",43.4,19.8 ( 1 ),19.4 ( 1 ),NA,18.4
15. Kaweah§,"10,000-11,000'",92,95,19.7,21.4,84.4,"34,031",29.8,NA,NA,NA,21.2
15. Kaweah§,">11,000'",94,98,23.3,24.8,84,"12,271",9.3,NA,NA,NA,20.9
16. Tule,"5,000-6,000'",>300†,>300†,1.3,6.1,58.3,"16,804",51.6,NA,NA,NA,1.2
16. Tule,"6,000-7,000'",16,252,0.5,9.7,79.2,"20,748",40,NA,NA,NA,2.9
16. Tule,"7,000-8,000'",32,107,3.6,13,91.5,"18,613",26.8,10.4 ( 1 ),8.5 ( 1 ),NA,5
16. Tule,"8,000-9,000'",71,92,11.5,16,89,"12,970",15.2,NA,NA,NA,6.8
16. Tule,"9,000-10,000'",94,93,19.3,20.8,87.5,"4,494",4.1,NA,NA,NA,13
17. Kern§,"5,000-6,000'",122,276,1.6,4.4,39.2,"57,701",246.2,NA,NA,NA,0.3
17. Kern§,"6,000-7,000'",60,179,2.1,8.1,61.7,"147,580",341.5,NA,NA,NA,0.8
17. Kern§,"7,000-8,000'",85,125,4.6,9.4,69.9,"163,498",326.6,6.4 ( 1 ),4.1 ( 1 ),NA,2.2
17. Kern§,"8,000-9,000'",118,100,6.8,7.1,73.3,"119,145",314.7,NA,NA,13.1 ( 4 ),5.1
17. Kern§,"9,000-10,000'",126,101,11.4,10.5,78,"105,909",189.2,23.6 ( 1 ),22.5 ( 1 ),15.7 ( 3 ),9.8
17. Kern§,"10,000-11,000'",115,103,18.8,18.4,85.1,"126,726",129.2,16.1 ( 2 ),15.9 ( 2 ),18.8 ( 4 ),14.8
17. Kern§,"11,000-12,000'",105,100,22.8,22.8,89.8,"111,154",91.6,27.7 ( 1 ),28.1 ( 1 ),19.0 ( 2 ),17.6
17. Kern§,"12,000-13,000'",106,100,23.1,21.8,87,"44,069",37.8,NA,NA,NA,14.6
17. Kern§,">13,000'",117,107,22.5,20.4,77.9,"6,400",5.9,NA,NA,NA,10.3
18. Truckee,"5,000-6,000'",96,54,7.2,5.3,78,"19,426",68.6,NA,NA,NA,9.9
18. Truckee,"6,000-7,000'",89,60,10.5,8.6,83.7,"94,787",206.5,13.5 ( 4 ),10.9 ( 4 ),NA,10.5
18. Truckee,"7,000-8,000'",82,69,14.5,13.8,88.6,"82,459",111.9,18.7 ( 2 ),17.0 ( 2 ),NA,14
18. Truckee,"8,000-9,000'",80,76,17.7,18.3,87.1,"29,725",30.5,NA,NA,NA,19.9
18. Truckee,"9,000-10,000'",89,85,20.1,20.1,81,"7,951",7.4,NA,NA,NA,22.2
18. Truckee,"10,000-11,000'",91,86,21.6,20.7,88.4,534,0.5,NA,NA,NA,23.1
19. Tahoe,"6,000-7,000'",31,20,2.8,2.3,22.7,"37,537",312.6,12.4 ( 2 ),9.1 ( 2 ),NA,5.5
19. Tahoe,"7,000-8,000'",79,63,11.9,11.1,75.4,"63,335",107.1,16.1 ( 4 ),13.3 ( 4 ),NA,11.8
19. Tahoe,"8,000-9,000'",84,78,16.6,17,80.3,"64,211",70.9,13.3 ( 1 ),11.3 ( 1 ),24.5 ( 1 ),14.5
19. Tahoe,"9,000-10,000'",89,89,20,21.1,79.5,"18,618",16.5,NA,NA,NA,15.4
19. Tahoe,"10,000-11,000'",95,89,22.2,20.8,93.4,"1,179",1.1,NA,NA,NA,11.6
20. W Carson,"5,000-6,000'",203,100,7.7,5,81.7,77,0.3,NA,NA,NA,2.7
20. W Carson,"6,000-7,000'",127,69,9.3,6.4,82.2,660,1.9,NA,NA,NA,6.3
20. W Carson,"7,000-8,000'",94,70,13.9,12,89.2,"17,906",28.1,NA,NA,NA,13.5
20. W Carson,"8,000-9,000'",89,79,17.1,16.5,88,"24,530",27.8,18.7 ( 3 ),17.1 ( 3 ),NA,15.1
20. W Carson,"9,000-10,000'",89,85,19.8,19.9,81.6,"7,382",6.9,NA,NA,NA,13.5
20. W Carson,"10,000-11,000'",86,81,20,19.8,73.7,306,0.3,NA,NA,NA,13
21. E Carson,"5,000-6,000'",127,80,3,2.4,90,"4,189",33.4,NA,NA,NA,0
21. E Carson,"6,000-7,000'",113,72,6.4,4.9,85.5,"20,613",79.4,3.2 ( 1 ),0.0 ( 1 ),NA,2.4
21. E Carson,"7,000-8,000'",92,64,9.9,8,83.8,"42,663",100.2,12.6 ( 1 ),10.2 ( 1 ),NA,6.9
21. E Carson,"8,000-9,000'",88,76,15.3,14.4,85.9,"74,639",97.3,16.2 ( 2 ),14.9 ( 2 ),NA,12.2
21. E Carson,"9,000-10,000'",89,85,19.7,19.8,81,"36,539",34.7,NA,NA,NA,15.3
21. E Carson,">10,000'",94,96,22.9,23.7,69.4,"12,938",10.2,NA,NA,NA,15.3
22. W Walker,"6,000-7,000'",90,46,4.4,2.5,68.6,970,7.3,NA,NA,NA,2.2
22. W Walker,"7,000-8,000'",75,47,5.8,4,79,"8,329",38.7,12.8 ( 1 ),7.0 ( 1 ),NA,4.1
22. W Walker,"8,000-9,000'",86,70,12,11,85.6,"27,148",46.1,12.6 ( 2 ),11.5 ( 2 ),18.0 ( 1 ),10.8
22. W Walker,"9,000-10,000'",87,84,18.8,19.5,81.3,"63,145",60.8,37.6 ( 1 ),37.8 ( 1 ),NA,20.3
22. W Walker,"10,000-11,000'",87,89,22.9,24.1,75.2,"32,039",24.9,NA,NA,NA,19.9
22. W Walker,"11,000-12,000'",96,94,23.9,23.7,72.8,"2,444",1.9,NA,NA,NA,15.5
23. E Walker,"6,000-7,000'",2,1,0.5,0,71.7,117,60.6,NA,NA,NA,0.5
23. E Walker,"7,000-8,000'",36,21,2.2,1.1,76.4,"6,360",111.7,NA,NA,NA,1.8
23. E Walker,"8,000-9,000'",57,40,5.4,4.1,81.1,"19,374",88.1,NA,NA,NA,3.9
23. E Walker,"9,000-10,000'",75,67,11.4,10.8,81.9,"31,127",53.9,13.9 ( 1 ),13.2 ( 1 ),NA,11.1
23. E Walker,"10,000-11,000'",82,79,15.6,15.6,72.9,"28,850",34.7,NA,NA,NA,14.6
23. E Walker,">11,000'",85,82,15,14.6,76.4,"5,704",7.3,NA,NA,NA,12.3
24. Mono,"6,000-7,000'",0,0,0.1,0,20,9,374.9,NA,NA,NA,0.8
24. Mono,"7,000-8,000'",15,9,1.2,0.4,56.6,"7,966",392.8,NA,NA,NA,2.3
24. Mono,"8,000-9,000'",62,41,4.7,3.3,72.8,"31,109",178.9,NA,NA,NA,2.7
24. Mono,"9,000-10,000'",79,65,9.7,8.7,81.6,"29,613",64.1,NA,NA,23.0 ( 3 ),9.1
24. Mono,"10,000-11,000'",82,79,16.3,16.2,85.5,"40,729",47.2,NA,NA,31.5 ( 1 ),15.5
24. Mono,"11,000-12,000'",88,83,20.6,19.4,85.2,"24,528",23.7,NA,NA,NA,13.5
24. Mono,"12,000-13,000'",91,83,22.4,19.8,79.4,"4,487",4.2,NA,NA,NA,12.4
25. Upper Owens,"6,000-7,000'",69,37,1.2,0.7,58,"2,702",68.6,NA,NA,NA,8.9
25. Upper Owens,"7,000-8,000'",105,68,5.1,3.8,70.3,"28,744",143.6,NA,NA,NA,10.6
25. Upper Owens,"8,000-9,000'",108,80,11.3,9.8,76.7,"39,233",75.4,NA,NA,20.5 ( 1 ),12
25. Upper Owens,"9,000-10,000'",89,76,12.4,11.5,78,"27,086",44.2,26.9 ( 1 ),26.6 ( 1 ),NA,11.9
25. Upper Owens,"10,000-11,000'",83,79,14.5,14.1,80.5,"24,387",32.4,NA,NA,NA,11.4
25. Upper Owens,"11,000-12,000'",89,85,18,17.3,79.7,"14,368",15.5,NA,NA,NA,7.4
25. Upper Owens,"12,000-13,000'",90,87,16.3,15.7,81.3,"2,430",2.9,NA,NA,NA,3.6
26. Owens,"5,000-6,000'",5,5,0,0,2.5,62,421.9,NA,NA,NA,0
26. Owens,"6,000-7,000'",6,5,0,0,13.4,224,342.5,NA,NA,NA,0.1
26. Owens,"7,000-8,000'",18,13,0.5,0.2,37.1,"2,564",314.8,NA,NA,NA,0.6
26. Owens,"8,000-9,000'",51,33,1.9,1,45,"9,324",178.7,NA,NA,NA,1.5
26. Owens,"9,000-10,000'",86,58,6.3,4.6,59,"35,950",148.1,10.3 ( 2 ),8.9 ( 2 ),10.5 ( 1 ),4
26. Owens,"10,000-11,000'",102,82,11.9,10.3,74.1,"90,289",163.8,17.1 ( 2 ),15.4 ( 2 ),17.2 ( 2 ),8
26. Owens,"11,000-12,000'",105,93,17.9,16.6,79.8,"116,575",132,NA,NA,21.5 ( 1 ),10
26. Owens,"12,000-13,000'",106,95,21.5,19.2,78.2,"63,487",62.1,NA,NA,NA,8.1
26. Owens,">13,000'",113,102,19.6,17.5,73,"8,548",9.2,NA,NA,NA,5.9
