,,4/26/2026,5/1/2026,4/26/2026,5/1/2026,5/1/2026,5/1/2026,5/1/2026,4/26/2026,5/1/2026,5/1/2026,5/1/2026
9. Mokelumne,"5,000-6,000'",1,0,0,0,0,0,82.5,NA,NA,NA,0
9. Mokelumne,"6,000-7,000'",11,2,1.2,0.2,5.8,523,63.5,2.3 ( 1 ),0.0 ( 1 ),0.0 ( 1 ),0.1
9. Mokelumne,"7,000-8,000'",24,25,3.7,3.8,70.8,"17,284",86.4,NA,NA,3.8 ( 2 ),2.4
9. Mokelumne,"8,000-9,000'",40,31,9.7,6.2,83.2,"25,889",77.9,14.5 ( 2 ),13.9 ( 2 ),17.3 ( 3 ),9.1
9. Mokelumne,">9,000'",58,35,18.4,8.4,70.3,"3,388",7.5,NA,NA,NA,13.1
10. Stanislaus,"5,000-6,000'",0,0,0,0,0,0,105.6,NA,NA,NA,0
10. Stanislaus,"6,000-7,000'",12,2,0.8,0.1,3.8,744,133.9,NA,NA,0.0 ( 2 ),0
10. Stanislaus,"7,000-8,000'",22,20,2.6,2.4,53.9,"18,525",143.8,4.0 ( 1 ),0.6 ( 1 ),2.0 ( 6 ),1.2
10. Stanislaus,"8,000-9,000'",31,30,5.9,5.4,79.2,"33,046",115.4,13.2 ( 2 ),14.7 ( 2 ),17.5 ( 2 ),8.5
10. Stanislaus,"9,000-10,000'",47,34,13.9,8.1,75.9,"22,207",51.6,14.8 ( 1 ),14.1 ( 1 ),12.2 ( 2 ),14.2
10. Stanislaus,"10,000-11,000'",62,34,23.7,9.9,74.9,"6,453",12.2,NA,NA,NA,16.2
10. Stanislaus,"11,000-12,000'",69,32,25.2,8.1,66.5,168,0.4,NA,NA,NA,11.9
11. Tuolumne,"5,000-6,000'",0,0,0,0,0.1,2,168,NA,NA,NA,0
11. Tuolumne,"6,000-7,000'",7,5,0.3,0.2,8.3,"1,689",140.9,2.3 ( 1 ),0.0 ( 1 ),0.2 ( 2 ),0.1
11. Tuolumne,"7,000-8,000'",21,22,1.2,2.6,50.3,"20,920",149.1,6.4 ( 2 ),5.3 ( 2 ),NA,2.2
11. Tuolumne,"8,000-9,000'",27,27,4.6,4.6,64.6,"41,259",167.9,6.2 ( 3 ),5.3 ( 3 ),0.0 ( 1 ),11.3
11. Tuolumne,"9,000-10,000'",40,32,11.8,6.9,76.8,"64,723",176.1,12.6 ( 2 ),11.9 ( 2 ),9.7 ( 2 ),19.1
11. Tuolumne,"10,000-11,000'",49,35,16,9.1,80,"42,083",86.6,NA,NA,NA,18
11. Tuolumne,"11,000-12,000'",51,37,14.5,10,77.6,"12,808",24,NA,NA,NA,12.3
11. Tuolumne,"12,000-13,000'",48,36,10,10.3,69.4,"1,330",2.4,NA,NA,NA,9.6
12. Merced,"5,000-6,000'",0,0,0,0,0,0,69.7,NA,NA,NA,0
12. Merced,"6,000-7,000'",2,1,0.1,0,1,117,78.3,NA,NA,NA,0.1
12. Merced,"7,000-8,000'",9,10,0.7,1,23,"7,142",131.9,NA,NA,2.0 ( 1 ),1.5
12. Merced,"8,000-9,000'",25,27,3.2,3.9,68,"25,383",123.4,7.5 ( 2 ),6.8 ( 2 ),8.2 ( 3 ),10.1
12. Merced,"9,000-10,000'",32,32,6.5,6.4,81.5,"28,604",84.1,NA,NA,NA,20.7
12. Merced,"10,000-11,000'",40,33,12.3,9,81.5,"18,962",39.7,NA,NA,15.5 ( 1 ),22.2
12. Merced,"11,000-12,000'",61,31,24.2,11,75.7,"6,505",11.1,NA,NA,NA,20.8
12. Merced,"12,000-13,000'",67,32,28.5,14.8,80.2,"1,068",1.4,NA,NA,NA,21.2
13. San Joaquin§,"5,000-6,000'",0,0,0,0,0,0,137.2,NA,NA,NA,0
13. San Joaquin§,"6,000-7,000'",0,0,0,0,0.4,31,177.6,0.3 ( 3 ),0.0 ( 3 ),0.0 ( 1 ),0
13. San Joaquin§,"7,000-8,000'",6,5,0.3,0.2,7.7,"2,753",214.2,2.7 ( 3 ),2.0 ( 3 ),0.0 ( 1 ),0.6
13. San Joaquin§,"8,000-9,000'",20,22,2.2,3.8,46.1,"39,530",195.3,NA,NA,0.0 ( 1 ),6.8
13. San Joaquin§,"9,000-10,000'",32,31,6.3,9.9,72.1,"106,378",201.4,1.3 ( 1 ),0.0 ( 1 ),6.2 ( 2 ),13.5
13. San Joaquin§,"10,000-11,000'",38,34,10.5,15.3,77,"128,306",157.5,NA,NA,11.7 ( 3 ),12.8
13. San Joaquin§,"11,000-12,000'",43,34,14.7,17.3,71.4,"105,621",114.6,NA,NA,NA,11.8
13. San Joaquin§,"12,000-13,000'",54,33,19.2,15.7,66.2,"21,962",26.2,NA,NA,NA,8.1
13. San Joaquin§,"13,000-14,000'",44,35,13.2,8.5,66.3,656,1.4,NA,NA,NA,4.8
14. Kings,"5,000-6,000'",0,0,0,0,0,0,95.6,NA,NA,NA,0
14. Kings,"6,000-7,000'",0,0,0,0,0,0,128.5,0.0 ( 1 ),0.0 ( 1 ),0.0 ( 1 ),0
14. Kings,"7,000-8,000'",1,2,0.1,0.1,2.8,"1,002",168.2,0.7 ( 1 ),0.0 ( 1 ),0.5 ( 3 ),0.3
14. Kings,"8,000-9,000'",14,15,1.9,1.4,27.7,"15,935",212.7,0.0 ( 1 ),0.0 ( 1 ),3.1 ( 8 ),5.5
14. Kings,"9,000-10,000'",29,29,5.3,3.9,55.7,"44,889",216.8,15.5 ( 2 ),15.2 ( 2 ),9.0 ( 4 ),11.2
14. Kings,"10,000-11,000'",35,34,7.9,6.2,66,"65,566",196.9,10.6 ( 2 ),10.4 ( 2 ),12.6 ( 5 ),12.3
14. Kings,"11,000-12,000'",46,35,13,7.5,65.9,"58,806",147.8,NA,NA,NA,13.7
14. Kings,"12,000-13,000'",51,33,15.6,8.1,66.4,"19,003",44.1,NA,NA,NA,11.7
14. Kings,"13,000-14,000'",53,34,15.8,8.2,67.8,"1,226",2.8,NA,NA,NA,7.5
15. Kaweah,"5,000-6,000'",0,0,0,0,0,0,55.5,NA,NA,NA,0
15. Kaweah,"6,000-7,000'",0,0,0,0,0,0,59.5,0.0 ( 1 ),0.0 ( 1 ),0.0 ( 1 ),0
15. Kaweah,"7,000-8,000'",1,4,0.1,0.2,6.2,522,60.1,NA,NA,NA,0.2
15. Kaweah,"8,000-9,000'",13,16,1.6,1.6,39.2,"4,840",56.8,NA,NA,3.8 ( 3 ),2.9
15. Kaweah,"9,000-10,000'",26,26,4.5,3.9,59.3,"9,079",43.4,NA,NA,NA,6.7
15. Kaweah,"10,000-11,000'",35,31,8.6,6.4,64.3,"10,160",29.8,NA,NA,NA,9.9
15. Kaweah,">11,000'",47,31,16.6,8.5,66.3,"4,182",9.3,NA,NA,NA,13.3
16. Tule,"5,000-6,000'",0,0,0,0,0,0,51.6,NA,NA,NA,0
16. Tule,"6,000-7,000'",0,0,0,0,0,0,40,NA,NA,NA,0
16. Tule,"7,000-8,000'",0,1,0,0,1,31,26.8,0.5 ( 1 ),0.0 ( 1 ),NA,0
16. Tule,"8,000-9,000'",5,8,0.6,0.7,19.1,575,15.2,NA,NA,NA,0.3
16. Tule,"9,000-10,000'",24,24,4.5,3.9,70,837,4.1,NA,NA,NA,1.3
17. Kern§,"5,000-6,000'",0,0,0,0,0,0,246.2,NA,NA,NA,0
17. Kern§,"6,000-7,000'",0,0,0,0,0,0,341.5,NA,NA,NA,0
17. Kern§,"7,000-8,000'",0,1,0,0,0.3,141,326.6,0.2 ( 1 ),0.0 ( 1 ),NA,0
17. Kern§,"8,000-9,000'",1,1,0.1,0,0.7,708,314.7,NA,NA,0.0 ( 3 ),0
17. Kern§,"9,000-10,000'",11,9,1.1,1,9.8,"9,996",189.2,0.0 ( 1 ),0.0 ( 1 ),0.0 ( 3 ),0.6
17. Kern§,"10,000-11,000'",35,31,5.9,5.1,44.4,"35,370",129.2,0.0 ( 2 ),0.0 ( 2 ),0.5 ( 3 ),5.5
17. Kern§,"11,000-12,000'",46,37,12.6,9.4,64.8,"45,909",91.6,14.2 ( 1 ),13.9 ( 1 ),10.0 ( 1 ),14.4
17. Kern§,"12,000-13,000'",51,37,15.7,10.2,60,"20,577",37.8,NA,NA,NA,14.7
17. Kern§,">13,000'",53,41,14.2,10.6,58.7,"3,344",5.9,NA,NA,NA,8
18. Truckee,"5,000-6,000'",0,0,0,0,0,0,68.6,NA,NA,NA,0
18. Truckee,"6,000-7,000'",5,4,0.3,0.2,4.1,"2,089",206.5,5.7 ( 4 ),5.6 ( 4 ),2.0 ( 1 ),0.1
18. Truckee,"7,000-8,000'",24,19,4,2.7,41.6,"16,129",111.9,4.3 ( 2 ),4.5 ( 2 ),NA,2.5
18. Truckee,"8,000-9,000'",42,28,11.2,5.6,63.9,"9,068",30.5,NA,NA,NA,11.1
18. Truckee,"9,000-10,000'",39,35,10.1,7.3,78.5,"2,890",7.4,NA,NA,NA,20.4
18. Truckee,"10,000-11,000'",37,35,9.1,7.8,84.6,200,0.5,NA,NA,NA,27.1
19. Tahoe,"6,000-7,000'",1,1,0,0,0.4,313,312.6,0.0 ( 2 ),0.0 ( 2 ),NA,0
19. Tahoe,"7,000-8,000'",18,14,2.1,1.5,24.5,"8,398",107.1,0.1 ( 4 ),0.0 ( 4 ),NA,0.8
19. Tahoe,"8,000-9,000'",37,28,7.8,4.7,59.1,"17,746",70.9,0.0 ( 1 ),0.0 ( 1 ),NA,4
19. Tahoe,"9,000-10,000'",46,35,12.1,7.5,70.7,"6,621",16.5,NA,NA,NA,8
19. Tahoe,"10,000-11,000'",33,34,6.3,6.6,90.6,375,1.1,NA,NA,NA,7.6
20. W Carson,"5,000-6,000'",0,0,0,0,0,0,0.3,NA,NA,NA,0
20. W Carson,"6,000-7,000'",0,0,0,0,0,0,1.9,NA,NA,NA,0
20. W Carson,"7,000-8,000'",12,6,1,0.6,10,856,28.1,NA,NA,NA,0.5
20. W Carson,"8,000-9,000'",33,27,4.9,3.9,50.8,"5,763",27.8,4.9 ( 3 ),3.6 ( 3 ),0.5 ( 1 ),3.5
20. W Carson,"9,000-10,000'",43,36,8.8,6.5,66.9,"2,406",6.9,NA,NA,NA,5.1
20. W Carson,"10,000-11,000'",38,30,11.1,7.7,61.3,119,0.3,NA,NA,NA,6.7
21. E Carson,"5,000-6,000'",10,0,0,0,0,0,33.4,NA,NA,NA,0
21. E Carson,"6,000-7,000'",3,0,0,0,0,0,79.4,0.0 ( 1 ),0.0 ( 1 ),NA,0
21. E Carson,"7,000-8,000'",17,13,0.7,0.6,10.9,"2,974",100.2,0.1 ( 1 ),0.0 ( 1 ),NA,0.3
21. E Carson,"8,000-9,000'",29,27,3.5,3.1,49.1,"15,913",97.3,2.6 ( 2 ),2.0 ( 2 ),NA,3.3
21. E Carson,"9,000-10,000'",46,36,10.1,6.6,75.2,"12,142",34.7,NA,NA,NA,9.5
21. E Carson,">10,000'",63,40,18.6,8.9,78.5,"4,871",10.2,NA,NA,NA,13.2
22. W Walker,"6,000-7,000'",0,0,0,0,0,0,7.3,NA,NA,NA,0
22. W Walker,"7,000-8,000'",10,8,0.2,0.1,3.5,249,38.7,0.0 ( 1 ),0.0 ( 1 ),NA,0
22. W Walker,"8,000-9,000'",29,28,2.5,2.4,45.1,"5,789",46.1,5.6 ( 2 ),5.1 ( 2 ),1.5 ( 1 ),4.7
22. W Walker,"9,000-10,000'",48,37,10.4,6.8,75.3,"21,944",60.8,42.9 ( 1 ),43.3 ( 1 ),NA,16.9
22. W Walker,"10,000-11,000'",62,38,18.3,9,77,"11,898",24.9,NA,NA,NA,16.5
22. W Walker,"11,000-12,000'",50,38,11.4,7.9,68.8,809,1.9,NA,NA,NA,13.6
23. E Walker,"6,000-7,000'",0,0,0,0,0,0,60.6,NA,NA,NA,0
23. E Walker,"7,000-8,000'",3,3,0,0,0.4,86,111.7,NA,NA,NA,0
23. E Walker,"8,000-9,000'",15,16,0.4,0.4,9.5,"1,801",88.1,NA,NA,NA,1.1
23. E Walker,"9,000-10,000'",37,43,3.9,4.4,51.7,"12,657",53.9,6.2 ( 1 ),5.8 ( 1 ),NA,7.3
23. E Walker,"10,000-11,000'",51,64,9.2,10.6,65.1,"19,681",34.7,NA,NA,NA,11.2
23. E Walker,">11,000'",54,68,9.2,10.6,64.9,"4,146",7.3,NA,NA,NA,9.6
24. Mono,"6,000-7,000'",0,0,0,0,0,0,374.9,NA,NA,NA,0
24. Mono,"7,000-8,000'",0,1,0,0,0.1,12,392.8,NA,NA,NA,0
24. Mono,"8,000-9,000'",4,3,0.1,0,2.9,434,178.9,NA,NA,NA,0.1
24. Mono,"9,000-10,000'",27,34,2.1,2.7,47,"9,118",64.1,NA,NA,NA,4.6
24. Mono,"10,000-11,000'",48,49,9.1,8.7,70.1,"22,020",47.2,NA,NA,NA,12.2
24. Mono,"11,000-12,000'",59,46,14.4,9.6,68.2,"12,207",23.7,NA,NA,NA,10.3
24. Mono,"12,000-13,000'",53,43,13,9.3,66.8,"2,109",4.2,NA,NA,NA,9.1
25. Upper Owens,"6,000-7,000'",0,0,0,0,0,0,68.6,NA,NA,NA,0
25. Upper Owens,"7,000-8,000'",2,1,0,0,0.2,75,143.6,NA,NA,NA,0
25. Upper Owens,"8,000-9,000'",20,16,1,0.9,19.9,"3,498",75.4,NA,NA,NA,1.1
25. Upper Owens,"9,000-10,000'",32,34,2.9,3.2,58.2,"7,632",44.2,19.4 ( 1 ),19.6 ( 1 ),NA,3.2
25. Upper Owens,"10,000-11,000'",37,45,5.4,6.3,65.2,"10,849",32.4,NA,NA,NA,3.1
25. Upper Owens,"11,000-12,000'",50,47,9.2,7.7,58.4,"6,351",15.5,NA,NA,NA,1.8
25. Upper Owens,"12,000-13,000'",50,60,8.2,9.3,60.6,"1,444",2.9,NA,NA,NA,0.8
26. Owens,"5,000-6,000'",0,NA,0,0,0,0,421.9,NA,NA,NA,0
26. Owens,"6,000-7,000'",0,0,0,0,0,0,342.5,NA,NA,NA,0
26. Owens,"7,000-8,000'",0,0,0,0,0,0,314.8,NA,NA,NA,0
26. Owens,"8,000-9,000'",2,3,0,0,1.4,94,178.7,NA,NA,NA,0.2
26. Owens,"9,000-10,000'",15,19,0.5,0.5,15.8,"3,781",148.1,0.1 ( 2 ),0.0 ( 2 ),NA,0.9
26. Owens,"10,000-11,000'",34,37,2.3,2.4,44.5,"21,260",163.8,2.8 ( 2 ),2.5 ( 2 ),NA,3.3
26. Owens,"11,000-12,000'",50,45,6.3,5.2,57.7,"36,872",132,NA,NA,NA,6.8
26. Owens,"12,000-13,000'",58,43,10.3,6.4,61,"21,107",62.1,NA,NA,NA,5.6
26. Owens,">13,000'",53,47,6.7,5.5,62.3,"2,688",9.2,NA,NA,NA,3.7
