,,4/20/2025,4/27/2025,4/20/2025,4/27/2025,4/27/2025,4/27/2025,4/27/2025,4/20/2025,4/27/2025
,"5,000-6,000'",231,126,1,0.1,1.8,"19,076","2,486",NA,NA
,"6,000-7,000'",171,210,5.5,3.1,30.7,"187,100","1,131",11.3 ( 4 ),9.2 ( 4 )
,"7,000-8,000'",105,123,10.1,8.7,67.7,"219,530",475,18.0 ( 5 ),17.9 ( 5 )
,"8,000-9,000'",95,98,14.3,12.7,78.1,"35,997",53,NA,NA
,"9,000-10,000'",89,93,13.8,11.7,72.3,966,2,NA,NA
10. Snake,"5,000-6,000'",252,223,1.2,0.3,5.5,"3,895",266,NA,NA
,"6,000-7,000'",170,180,5,2.2,28.6,"148,983","1,259",14.3 ( 2 ),11.1 ( 2 )
,"7,000-8,000'",109,118,10.2,7.2,65.4,"647,870","1,676",17.1 ( 5 ),15.1 ( 5 )
,"8,000-9,000'",92,90,14.5,13.1,86.8,"1,013,814","1,454",22.6 ( 3 ),22.7 ( 3 )
,"9,000-10,000'",91,85,18.1,16.7,87.9,"682,071",767,21.9 ( 2 ),22.7 ( 2 )
,"10,000-11,000'",91,84,21.3,20.3,87.1,"212,172",196,NA,NA
,">11,000'",87,82,19.5,19.3,84.5,"7,244",7,NA,NA
11. Sun-Teton-Marias,"3,000-4,000'",0,0,0,0,0,0,"6,402",NA,NA
,"4,000-5,000'",49,8,0.1,0,0,231,"2,559",NA,NA
,"5,000-6,000'",125,83,4.6,1.4,13.5,"45,093",622,4.0 ( 4 ),2.9 ( 4 )
,"6,000-7,000'",103,103,8.8,5.9,45.1,"177,545",562,16.2 ( 1 ),15.0 ( 1 )
,"7,000-8,000'",85,90,12.7,10.5,64.2,"166,590",298,25.4 ( 1 ),26.1 ( 1 )
,">8,000'",91,91,15.5,13.4,73.3,"14,379",20,NA,NA
12. Tongue,"2,000-3,000'",0,0,0,0,0,0,883,NA,NA
,"3,000-4,000'",0,0,0,0,0,0,"2,793",NA,NA
,"4,000-5,000'",244,0,0,0,0,0,"1,207",NA,NA
,"5,000-6,000'",126,99,0.4,0.1,2.3,245,51,NA,NA
,"6,000-7,000'",157,183,2.7,1.4,21.3,"2,541",35,NA,NA
,"7,000-8,000'",103,137,7,6.5,70.4,"41,812",120,8.3 ( 2 ),8.5 ( 2 )
,"8,000-9,000'",81,89,9.3,8.9,82.1,"82,021",172,9.7 ( 4 ),10.1 ( 4 )
,"9,000-10,000'",89,88,13.9,13.9,93.8,"86,266",116,NA,NA
,"10,000-11,000'",94,91,17.3,17.7,94.5,"20,432",22,NA,NA
,"11,000-12,000'",90,87,17.3,18.8,95.3,"1,940",2,NA,NA
13. Upper Clark Fork,"3,000-4,000'",0,0,0,0,0,0,157,NA,NA
,"4,000-5,000'",18,29,0,0,0.2,"1,331","1,435",NA,NA
,"5,000-6,000'",73,115,0.7,0.6,6,"65,645","1,986",0.1 ( 3 ),0.1 ( 3 )
,"6,000-7,000'",97,130,3.5,3.4,29,"287,944","1,577",17.2 ( 2 ),16.7 ( 2 )
,"7,000-8,000'",72,104,6.9,9.4,66.4,"332,588",660,14.4 ( 6 ),14.0 ( 6 )
,"8,000-9,000'",50,81,6.6,11.9,71.5,"94,391",149,14.6 ( 1 ),15.0 ( 1 )
,">9,000'",66,93,9.1,15.1,82.2,"13,960",17,NA,NA
14. Upper Green,"7,000-8,000'",>300†,105,2.8,0.4,3.8,"122,016","6,357",7.9 ( 2 ),5.3 ( 2 )
,"8,000-9,000'",122,107,9,5.2,42,"440,718","1,595",15.1 ( 7 ),14.0 ( 7 )
,"9,000-10,000'",93,85,13.4,10.6,75.5,"504,161",892,11.6 ( 9 ),10.2 ( 9 )
,"10,000-11,000'",87,78,16.5,14.6,87.7,"365,475",470,13.7 ( 2 ),12.7 ( 2 )
,"11,000-12,000'",87,77,18.9,16.6,86,"170,237",193,NA,NA
,"12,000-13,000'",86,75,19.9,17.5,88.9,"29,695",32,NA,NA
,"13,000-14,000'",84,79,25,23.3,89.2,360,0,NA,NA
15. Upper Missouri,"4,000-5,000'",143,180,0,0,0,12,"1,174",NA,NA
,"5,000-6,000'",177,93,0.6,0,0.7,"2,602","1,058",NA,NA
,"6,000-7,000'",157,166,4.7,2,21,"58,886",562,4.3 ( 1 ),1.4 ( 1 )
,"7,000-8,000'",101,137,7.9,7.6,64.3,"53,852",132,6.3 ( 1 ),4.1 ( 1 )
,">8,000'",60,89,8.1,11.4,70,"14,813",24,NA,NA
16. Upper Snake Basins,"4,000-5,000'",0,0,0,0,0,0,891,NA,NA
,"5,000-6,000'",73,89,0.2,0.1,1.7,"7,142","1,909",NA,NA
,"6,000-7,000'",134,85,4.1,1.3,16.5,"194,052","2,847",11.1 ( 6 ),6.4 ( 6 )
,"7,000-8,000'",95,92,10.1,7.5,63.5,"330,504",821,19.9 ( 4 ),16.4 ( 4 )
,"8,000-9,000'",86,78,17.4,15.6,87.4,"276,007",333,NA,NA
,"9,000-10,000'",83,74,19.7,17.7,82.7,"63,602",67,40.1 ( 1 ),41.1 ( 1 )
,"10,000-11,000'",84,75,21.9,20.1,81.3,"7,154",7,NA,NA
17. Upper Yellowstone,"4,000-5,000'",>300†,170,0,0,0,10,"3,414",NA,NA
,"5,000-6,000'",>300†,161,0.8,0.1,1.9,"7,762","1,794",3.5 ( 1 ),2.7 ( 1 )
,"6,000-7,000'",168,173,4,1.9,26.6,"108,175","1,046",6.4 ( 4 ),5.1 ( 4 )
,"7,000-8,000'",109,113,7.6,5.7,58.5,"409,916","1,359",13.2 ( 5 ),12.5 ( 5 )
,"8,000-9,000'",97,94,12.6,11.2,81.6,"1,102,156","1,839",19.1 ( 5 ),19.3 ( 5 )
,"9,000-10,000'",94,85,16.8,15.7,88,"989,783","1,182",26.8 ( 4 ),27.8 ( 4 )
,"10,000-11,000'",90,83,18.8,17.9,89.5,"356,810",374,NA,NA
,"11,000-12,000'",88,83,20.6,19.6,90.2,"62,347",60,NA,NA
,"12,000-13,000'",89,83,21.2,18.6,82.7,"1,627",2,NA,NA
18. Wood and Lost Basins,"5,000-6,000'",38,52,0,0,0.1,676,"2,754",3.3 ( 2 ),0.1 ( 2 )
,"6,000-7,000'",79,69,0.8,0.2,2.7,"23,098","1,853",3.4 ( 4 ),1.9 ( 4 )
,"7,000-8,000'",101,122,3.3,2.4,22.1,"173,805","1,378",8.9 ( 6 ),6.9 ( 6 )
,"8,000-9,000'",104,111,8.6,7,51.5,"329,441",879,13.1 ( 3 ),10.9 ( 3 )
,"9,000-10,000'",98,97,15,12.5,70.3,"289,783",436,16.2 ( 1 ),16.1 ( 1 )
,"10,000-11,000'",95,92,17.4,14.7,76,"88,245",112,NA,NA
,"11,000-12,000'",94,91,19.6,17.8,84.8,"8,077",8,NA,NA
