,,5/11/2025,5/17/2025,5/11/2025,5/17/2025,5/17/2025,5/17/2025,5/17/2025,5/11/2025,5/17/2025
,"5,000-6,000'",78,108,5.2,5.2,40.7,"153,899",554,0.0 ( 2 ),0.1 ( 2 )
,"6,000-7,000'",75,96,13.8,15.2,77.7,"158,422",195,21.1 ( 1 ),20.2 ( 1 )
,"7,000-8,000'",72,92,21.9,26.7,89.9,"22,981",16,NA,NA
,"8,000-9,000'",78,99,24.1,32.6,95.9,"1,175",1,NA,NA
11. South Puget Sound,"2,000-3,000'",15,0,0,0,0,0,408,0.0 ( 2 ),0.1 ( 2 )
,"3,000-4,000'",8,5,0.1,0,0.3,636,376,2.4 ( 8 ),1.5 ( 8 )
,"4,000-5,000'",47,39,1.5,1.4,10.8,"16,380",223,0.0 ( 1 ),0.1 ( 1 )
,"5,000-6,000'",70,62,10.6,10.6,54.5,"56,478",100,42.0 ( 2 ),40.8 ( 2 )
,"6,000-7,000'",67,72,20.2,25.6,88.9,"46,175",34,NA,NA
,"7,000-8,000'",68,86,34.5,50.6,96.6,"10,679",4,NA,NA
,"8,000-9,000'",76,97,-,-,99.2,-,1,NA,NA
,"9,000-10,000'",48,49,-,-,99.5,-,0,NA,NA
,"10,000-11,000'",128,138,-,-,96.2,-,1,NA,NA
,"11,000-12,000'",142,142,-,-,96,-,1,NA,NA
,"12,000-13,000'",123,121,-,-,97.2,-,0,NA,NA
,">13,000'",136,126,-,-,99.6,-,0,NA,NA
12. Upper Columbia,"3,000-4,000'",38,172,0,0,0.1,"1,547","2,568",NA,NA
,"4,000-5,000'",74,156,0.2,0.3,3.6,"25,187","1,451",0.0 ( 4 ),0.0 ( 4 )
,"5,000-6,000'",79,100,2.2,2.5,21.2,"103,951",767,0.1 ( 2 ),0.1 ( 2 )
,"6,000-7,000'",76,81,7.8,7.1,45,"213,854",566,NA,NA
,"7,000-8,000'",69,81,12,12.3,63.6,"96,044",146,NA,NA
,"8,000-9,000'",69,94,12.4,16.5,66,"2,977",3,NA,NA
13. Upper Cowlitz,"3,000-4,000'",21,18,0.1,0.1,1.2,"2,060",282,11.3 ( 1 ),7.5 ( 1 )
,"4,000-5,000'",45,42,2.2,2.2,15,"35,358",300,27.9 ( 3 ),24.8 ( 3 )
,"5,000-6,000'",63,61,11.4,12.1,56.9,"70,189",109,NA,NA
,"6,000-7,000'",64,75,27.2,30,84.3,"30,228",19,NA,NA
,"7,000-8,000'",69,90,39.6,51.8,91.5,"8,804",3,NA,NA
,"8,000-9,000'",84,107,-,-,99.7,-,0,NA,NA
,"9,000-10,000'",54,56,-,-,99.9,-,0,NA,NA
,"10,000-11,000'",14,15,-,-,100,-,0,NA,NA
14. Upper Deschutes-Crooked,"4,000-5,000'",50,64,0.1,0,0.3,"6,874","3,836",0.0 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",72,93,1.6,1.6,13,"123,153","1,479",4.0 ( 4 ),2.9 ( 4 )
,"6,000-7,000'",81,92,11.5,11.7,63.5,"156,083",250,NA,NA
,"7,000-8,000'",75,90,23.6,25.4,86.8,"53,510",40,NA,NA
,"8,000-9,000'",75,92,36.3,41.8,96.8,"5,165",2,NA,NA
,"9,000-10,000'",71,89,32.3,41.3,97,"1,489",1,NA,NA
15. Upper Yakima,"3,000-4,000'",31,32,0.4,0.5,4.6,"12,389",492,0.0 ( 1 ),0.1 ( 1 )
,"4,000-5,000'",49,49,2.4,2.5,18.4,"47,750",359,4.5 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",57,60,6.3,6.5,42.7,"55,418",161,0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",62,66,14.1,14.1,66.8,"15,957",21,NA,NA
,"7,000-8,000'",57,78,34.9,44.8,90.3,"1,383",1,NA,NA
16. Willamette,"1,000-2,000'",NA,NA,0,0,0,0,"1,975",0.0 ( 1 ),0.2 ( 1 )
,"2,000-3,000'",0,0,0,0,0,0,"1,621",0.0 ( 2 ),0.0 ( 2 )
,"3,000-4,000'",5,3,0,0,0.1,632,"1,455",0.0 ( 6 ),0.1 ( 6 )
,"4,000-5,000'",49,53,1,1.1,10.9,"52,771",883,9.4 ( 7 ),7.3 ( 7 )
,"5,000-6,000'",77,95,7.5,9.3,63,"198,017",400,16.7 ( 1 ),13.1 ( 1 )
,"6,000-7,000'",73,84,20.3,24,88.6,"85,669",67,NA,NA
,"7,000-8,000'",74,84,36.6,43,92.7,"25,028",11,NA,NA
,"8,000-9,000'",78,90,-,-,94,-,2,NA,NA
,"9,000-10,000'",89,102,-,-,97.2,-,1,NA,NA
