,,4/20/2025,4/27/2025,4/20/2025,4/27/2025,4/27/2025,4/27/2025,4/27/2025,4/20/2025,4/27/2025
,"9,000-10,000'",70,76,16.5,13.9,75.4,"11,126",15,NA,NA
,"10,000-11,000'",69,62,14.4,11.1,73.4,569,1,NA,NA
37. Umatilla-Walla Walla-Willow,"3,000-4,000'",6,3,0,0,0,4,890,0.3 ( 1 ),0.4 ( 1 )
,"4,000-5,000'",110,109,1.3,0.5,5.3,"13,192",471,13.7 ( 2 ),12.1 ( 2 )
,"5,000-6,000'",122,116,10.9,6.5,45.3,"24,854",72,17.7 ( 4 ),16.6 ( 4 )
38. Upper Humboldt,"5,000-6,000'",6,0,0,0,0,0,"2,395",NA,NA
,"6,000-7,000'",56,267,0,0,0.5,"2,340","1,939",0.2 ( 1 ),0.2 ( 1 )
,"7,000-8,000'",95,124,1.9,1,12.6,"23,524",437,4.7 ( 2 ),2.3 ( 2 )
,"8,000-9,000'",116,116,10.5,7,54.4,"58,084",155,11.0 ( 4 ),6.3 ( 4 )
,"9,000-10,000'",113,115,17,13.6,76.6,"62,787",87,34.4 ( 1 ),31.4 ( 1 )
,">10,000'",105,108,17.9,15.5,79.2,"17,111",21,NA,NA
39. Walker,"6,000-7,000'",4,42,0,0,0.5,79,673,NA,NA
,"7,000-8,000'",32,79,0.1,0.3,10.7,"9,988",616,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",59,80,1.9,2.4,42.6,"49,420",381,12.7 ( 2 ),9.4 ( 2 )
,"9,000-10,000'",74,82,9.4,9.9,75,"94,812",180,21.3 ( 4 ),19.3 ( 4 )
,"10,000-11,000'",72,74,13,13.4,80.4,"55,900",78,NA,NA
,">11,000'",73,72,9.6,11.1,80,"6,601",11,NA,NA
40. West Central Basins,"4,000-5,000'",131,174,0.4,0.2,2.2,"12,429","1,513",0.1 ( 3 ),0.1 ( 3 )
,"5,000-6,000'",167,191,5,2.7,25.7,"245,176","1,692",13.0 ( 2 ),8.2 ( 2 )
,"6,000-7,000'",123,127,14.2,9.9,60.5,"674,173","1,272",30.9 ( 7 ),26.1 ( 7 )
,"7,000-8,000'",112,109,22.7,18.6,80.3,"799,592",806,33.2 ( 3 ),30.5 ( 3 )
,"8,000-9,000'",105,99,26.7,21.7,81.7,"339,990",294,NA,NA
,">9,000'",100,95,28.5,23.1,80.9,"52,377",42,NA,NA
