,,4/20/2025,4/27/2025,4/20/2025,4/27/2025,4/27/2025,4/27/2025,4/27/2025,4/20/2025,4/27/2025
,"6,000-7,000'",125,127,11.9,8.2,54.6,"109,370",249,NA,NA
,"7,000-8,000'",121,118,24.1,19.8,85.4,"55,723",53,NA,NA
,"8,000-9,000'",118,113,26.6,21.3,84.9,"1,974",2,NA,NA
14. Kootenai,"4,000-5,000'",42,73,0.5,0.5,4.4,"22,148",887,10.6 ( 2 ),8.6 ( 2 )
,"5,000-6,000'",47,86,3.3,4.7,30.7,"154,213",612,23.5 ( 2 ),21.6 ( 2 )
,"6,000-7,000'",44,98,7.2,14.6,69.2,"129,229",166,36.5 ( 1 ),37.4 ( 1 )
,">7,000'",62,100,13.3,22.3,86.6,"9,280",8,NA,NA
15. Lake County-Goose Lake,"5,000-6,000'",208,157,0.6,0.2,2.3,"26,854","2,688",0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",150,152,6.4,3.3,27.3,"140,099",797,NA,NA
,"7,000-8,000'",131,133,16.6,12.2,66.3,"74,601",115,39.7 ( 1 ),36.0 ( 1 )
,"8,000-9,000'",130,129,26.6,18.3,72.1,"1,691",2,NA,NA
16. Little Humboldt,"6,000-7,000'",44,79,0.1,0,0.5,514,326,0.5 ( 2 ),0.1 ( 2 )
,"7,000-8,000'",85,90,2.2,1.1,11,"4,601",82,NA,NA
,"8,000-9,000'",104,105,8.9,5.8,39.4,"3,371",11,23.5 ( 1 ),19.9 ( 1 )
,"9,000-10,000'",109,90,10,7,47.5,216,1,NA,NA
17. Lower Clark Fork,"5,000-6,000'",74,118,3.7,4.8,30.7,"279,346","1,091",47.1 ( 2 ),45.3 ( 2 )
,"6,000-7,000'",69,108,8.7,12.5,67.1,"232,756",350,37.0 ( 1 ),37.2 ( 1 )
,"7,000-8,000'",66,91,11.4,17.1,84.7,"21,988",24,32.2 ( 1 ),33.2 ( 1 )
,"8,000-9,000'",50,100,11,20.1,88.8,413,0,NA,NA
18. Lower Humboldt,"6,000-7,000'",37,>300†,0,0.1,2.5,"1,044",213,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",86,204,0.9,0.9,14.2,"2,176",47,NA,NA
,"8,000-9,000'",91,120,3.2,3.2,37.4,"2,411",14,NA,NA
,"9,000-10,000'",66,102,6.2,3.8,37.4,99,0,NA,NA
19. Lower Pend Oreille,"5,000-6,000'",114,138,9.5,8.1,45.1,"46,765",108,26.3 ( 1 ),24.6 ( 1 )
,">6,000'",127,130,22.6,17.8,73.4,"20,005",21,NA,NA
20. Lower Snake-Asotin,"3,000-4,000'",0,0,0,0,0,0,190,0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",39,26,0.2,0.1,0.8,359,98,NA,NA
,"5,000-6,000'",108,122,5.9,3.9,33.3,"8,105",39,5.6 ( 1 ),1.6 ( 1 )
,"6,000-7,000'",118,110,23.4,18.7,88,"1,153",1,NA,NA
