,,2/1/2025,2/16/2025,2/1/2025,2/16/2025,2/16/2025,2/16/2025,2/16/2025,2/1/2025,2/16/2025
,"6,000",98,115,6.4,9,78.8,"1,711,037",3565.36,15.4 ( 3 ),20.9 ( 3 )
,"7,000",96,111,8.4,11.5,83.1,"2,329,538",3808.51,6.4 ( 1 ),9.3 ( 1 )
,"8,000",87,102,8.9,12.3,84.5,"1,259,900",1926.94,9.3 ( 5 ),13.4 ( 5 )
,"9,000",84,100,9.4,13.2,88.6,"351,882",501.64,7.5 ( 1 ),10.2 ( 1 )
,"10,000",81,99,9.1,13.3,91.2,"49,580",70.08,NA,NA
,"11,000",81,96,8.3,13.6,91.7,"1,962",2.7,NA,NA
31. Silver,"5,000",103,160,4.8,7.7,62.4,"175,863",427.7,NA,NA
,"6,000",115,132,9.2,13.4,93.8,"2,478",3.47,NA,NA
32. Silvies,"4,000",129,194,5.4,8.9,83.7,"338,979",713.81,NA,NA
,"5,000",111,136,6.9,9.7,81.3,"295,065",569.79,6.9 ( 1 ),9.8 ( 1 )
,"6,000",98,116,7.7,11.2,73.7,"18,189",30.5,13.0 ( 1 ),17.1 ( 1 )
,"7,000",121,132,15.5,20.1,94.6,"2,070",1.93,NA,NA
33. Southern Snake Basins,"5,000",43,83,1.3,2.5,30.2,"1,062,589",8108.53,4.6 ( 1 ),5.5 ( 1 )
,"6,000",85,116,4.9,7.4,80.9,"1,296,055",3281,5.5 ( 5 ),7.3 ( 5 )
,"7,000",98,119,8.3,11.4,93.5,"553,339",907.63,8.7 ( 4 ),10.5 ( 4 )
,"8,000",96,115,10,14,96.2,"124,395",166.12,9.8 ( 3 ),12.3 ( 3 )
,"9,000",93,112,10.8,15.8,98.3,"30,293",36,NA,NA
,"10,000",92,113,10.1,15.8,95.6,"1,380",1.64,NA,NA
34. Spokane,"3,000",132,206,2.3,4.8,41.9,"430,530",1665.16,3.9 ( 1 ),4.9 ( 1 )
,"4,000",141,197,3.5,7.1,50.7,"384,927",1020.47,12.8 ( 4 ),14.2 ( 4 )
,"5,000",199,230,7,11.2,66.8,"246,463",411.97,14.2 ( 3 ),16.5 ( 3 )
,"6,000",252,252,11,15.9,83.4,"40,637",47.78,NA,NA
,"7,000",288,249,14.5,19.2,98.6,495,0.48,NA,NA
35. St. Mary,"4,000",101,110,3.8,6.9,85.4,"61,520",166.89,4.6 ( 1 ),6.4 ( 1 )
,"5,000",72,99,3.6,6.8,68.8,"74,261",206.18,NA,NA
,"6,000",64,109,3.4,8.6,70.1,"70,454",152.99,NA,NA
,"7,000",79,106,5.4,10.5,81.5,"56,782",101.45,NA,NA
,">8,000",92,113,6.4,11.3,84.8,"12,499",20.66,NA,NA
36. Truckee,"5,000",17,47,0.2,0.9,7.9,"30,560",669.89,NA,NA
,"6,000",40,71,2,5.8,43.6,"148,436",478.77,7.7 ( 5 ),12.9 ( 5 )
,"7,000",68,94,6.6,12.4,77.2,"129,666",196.14,8.0 ( 1 ),13.3 ( 1 )
,"8,000",76,97,9.8,16.3,91.6,"51,863",59.65,13.5 ( 3 ),30.3 ( 2 )
,"9,000",76,87,11,16.4,91.1,"13,064",14.96,NA,NA
,"10,000",72,93,10.5,17.9,99.7,921,0.97,NA,NA
37. Umatilla-Walla Walla-Willow,"3,000",30,85,0.3,1.3,12.5,"63,918",890.35,1.9 ( 1 ),3.2 ( 1 )
,"4,000",82,116,3.5,7.1,57.1,"177,931",471.14,12.8 ( 2 ),16.2 ( 2 )
,"5,000",114,123,8.6,12.6,72.6,"48,373",72.2,14.7 ( 4 ),17.5 ( 4 )
38. Upper Humboldt,"5,000",7,34,0.1,1,17,"131,295",2395.38,NA,NA
,"6,000",70,113,2.2,5.6,78.8,"580,701",1938.33,3.3 ( 1 ),3.3 ( 1 )
,"7,000",92,116,6.1,9.2,93.5,"213,848",437.26,5.0 ( 2 ),6.1 ( 2 )
,"8,000",99,118,9,12.6,96.4,"104,202",154.54,9.1 ( 4 ),11.7 ( 4 )
,"9,000",96,115,10,14.3,97.5,"66,240",86.58,NA,26.2 ( 1 )
,">10,000",90,111,9.7,14.3,98.3,"15,806",20.75,NA,NA
39. Walker,"6,000",7,54,0,0.6,22.2,"21,641",672.98,NA,NA
,"7,000",26,73,0.5,2.5,51.8,"83,654",615.16,4.3 ( 1 ),7.6 ( 1 )
,"8,000",57,102,2.4,6.7,83.6,"135,975",380.79,8.0 ( 1 ),13.5 ( 2 )
,"9,000",75,100,7.4,12.7,94.8,"121,906",180.41,10.0 ( 4 ),18.8 ( 4 )
,"10,000",76,96,9.7,14.9,94.8,"62,505",78.57,NA,NA
,">11,000",73,100,8.1,13.5,95.6,"7,965",11.1,NA,NA
40. West Central Basins,"4,000",92,127,5.1,8.7,85.2,"703,157",1513.52,4.6 ( 2 ),7.8 ( 2 )
,"5,000",93,113,7.7,11.6,89.7,"1,047,194",1688.42,13.1 ( 2 ),17.7 ( 2 )
,"6,000",95,109,10.7,14.5,92.2,"986,806",1272.11,19.4 ( 6 ),24.9 ( 7 )
,"7,000",97,110,13.4,17.7,95.8,"763,041",806.37,18.4 ( 3 ),26.2 ( 3 )
,"8,000",91,105,14.1,19,96.2,"297,742",293.73,NA,NA
,">9,000",91,106,14.3,19.5,94.7,"44,089",42.47,NA,NA
